Age,Sex,Length,Diameter,Height,Weight,ShuckedWeight,VisceraWeight,ShellWeight
9,M,1.1,0.9375,0.325,13.8062065,6.406987,2.73572675,4.3941725
11,M,1.8375,1.425,0.4375,53.29706,25.78387025,10.9712565,13.834556
11,M,1.5375,1.175,0.4375,35.210079,16.08834125,8.1363065,8.9867915
19,M,1.6125,1.2875,0.4625,41.40444475,16.54193325,8.94426725,11.623295
9,M,1.675,1.3125,0.45,42.28327925,20.638436,9.7238785,10.8011595
7,M,0.8375,0.6625,0.2625,6.293589,2.65067825,1.587572,2.1262125
10,M,1.5,1.125,0.4,32.375129,15.2803805,6.3786375,8.7032965
12,M,1.3125,1.0625,0.3,19.901349,9.45455825,4.15320175,6.23689
8,M,1.425,1.1,0.2375,23.4450365,9.62465525,6.27941425,6.6621325
11,M,1.625,1.3125,0.475,38.79629075,16.93882625,8.391452,11.3398
10,M,1.4625,1.15,0.4625,26.138239,10.30504325,6.0384435,8.0796075
18,M,1.3,1.0875,0.4875,27.5840635,8.46232575,6.05261825,10.0640725
9,M,1.525,1.1875,0.375,32.375129,17.57669,6.7188315,6.9456275
9,M,0.8125,0.6,0.1875,4.3941725,1.34660125,1.00640725,1.70097
18,M,1.75,1.325,0.475,37.37881575,15.535526,6.6054335,11.90679
9,M,0.775,0.5625,0.1875,3.67126025,1.28990225,0.94970825,1.247378
9,M,1.6,1.225,0.3875,31.99241075,13.5227115,7.6260155,9.63883
14,M,1.4625,1.1875,0.3,26.7902775,11.623295,5.99591925,7.93786
11,M,1.5125,1.175,0.4125,34.91240925,17.08057375,7.427569,8.29222875
9,M,0.8875,0.725,0.225,9.28446125,3.798833,2.438057,2.551455
17,M,1.825,1.4875,0.575,80.10151225,32.50270175,11.8784405,25.4295015
14,M,1.6625,1.3375,0.3875,39.2073585,16.896302,7.27164675,13.7495075
17,M,1.8625,1.4625,0.5375,70.8454005,26.26581175,13.380964,19.84465
9,M,0.9375,0.7125,0.2375,7.1724235,2.721552,1.63009625,2.62232875
11,M,1.625,1.3125,0.4375,41.71628925,19.1359125,8.9300925,11.3114505
10,M,1.5625,1.225,0.4375,37.77570875,16.17338975,7.6827145,11.4815475
9,M,1.325,1.0625,0.3875,22.41027975,8.7032965,4.8477645,7.35669525
9,M,1.4625,1.1625,0.375,27.78251,12.23280925,7.21494775,7.0023265
9,M,1.5625,1.2125,0.4,34.40211825,17.8885345,6.33611325,8.561549
10,M,1.2875,0.9625,0.325,17.6617385,8.09378225,3.64291075,4.9611625
16,M,1.1625,0.9,0.325,14.92601175,5.96756975,3.35941575,4.6776675
17,M,1.4375,1,0.3875,26.43590875,10.21999475,6.93145275,8.50485
12,M,1.525,1.2,0.4125,35.266778,17.98775775,7.2858215,8.6465975
14,M,1.25,0.9375,0.325,20.4399895,8.66077225,4.89028875,6.23689
13,M,1.8125,1.4375,0.6,62.652395,38.3001745,11.7083435,14.21727425
8,M,1.4125,1.0875,0.375,28.066005,16.42853525,5.17378375,5.839997
13,M,1.4375,1.1,0.4,27.25804425,13.6928085,4.706017,7.7961125
4,M,0.8125,0.575,0.225,4.1673765,1.70097,0.963883,1.2757275
18,M,1.6,1.2625,0.4125,40.92250325,17.42076775,8.60407325,11.056305
12,M,1.15,0.8875,0.275,11.7650425,6.0951425,2.324659,3.685435
16,M,1.4125,1.1625,0.375,31.99241075,10.6877615,9.99319875,9.355335
13,M,1.4875,1.1625,0.4375,31.6096925,11.38232425,7.200773,11.056305
15,M,1.5125,1.175,0.45,32.33260475,10.64523725,7.95203475,10.9145575
4,M,0.5875,0.4,0.15,1.54504775,0.75126175,0.26932025,0.4252425
10,M,1.575,1.25,0.4625,38.612019,16.40018575,8.85921875,10.886208
12,M,1.3625,1.1,0.3,24.28134675,9.85145125,4.86193925,6.80388
9,M,1.6125,1.25,0.4,39.16483425,19.050864,9.241937,8.9300925
12,M,1.575,1.2,0.3625,28.67551925,12.00601325,6.7188315,8.6465975
11,M,1.775,1.4125,0.5,45.3875495,20.014747,9.1001895,12.757275
11,M,1.625,1.2625,0.425,44.21104525,19.7029025,9.96484925,11.1980525
12,M,1.25,0.975,0.3375,22.15513425,10.2341695,4.46504625,6.76135575
7,M,1.375,1.0125,0.375,26.18076325,11.679994,6.05261825,6.80388
12,M,1.725,1.325,0.525,44.8772585,20.85105725,11.4815475,10.95708175
17,M,1.275,1.0125,0.325,20.34076625,10.56018875,4.479221,4.819415
11,M,1.325,1.025,0.4125,20.751834,5.3580555,4.819415,8.788345
10,M,1.625,1.2375,0.4,34.23202125,15.592225,7.64019025,9.07184
8,M,1.2125,0.9125,0.3875,29.1716355,12.00601325,6.47786075,8.8733935
11,M,1.5625,1.2375,0.4625,39.22153325,20.14231975,8.51902475,9.7805775
12,M,1.2625,0.9625,0.375,18.18620425,6.973977,4.309124,6.0951425
9,M,1.4875,1.15,0.35,24.153774,11.94931425,6.39281225,6.4353365
10,M,1.3875,1.1,0.375,21.4038725,8.7032965,4.32329875,7.37087
8,M,1.5125,1.1875,0.3625,25.060958,10.87203325,5.40057975,7.654365
11,M,1.4625,1.1375,0.375,27.9809565,12.34620725,5.88252125,8.788345
11,M,1.575,1.2375,0.4375,35.98969025,17.1514475,7.6827145,9.298636
10,M,1.575,1.2125,0.4,35.2384285,17.6617385,7.7961125,8.50485
7,M,0.725,0.575,0.1875,3.30271675,1.2190285,0.72291225,1.13398
11,M,1.525,1.2,0.35,30.12134375,14.628342,6.3786375,8.26387925
15,M,1.425,1.075,0.3,30.09299425,9.865626,4.7343665,8.788345
13,M,1.7375,1.375,0.55,43.98424925,16.045817,10.87203325,12.6155275
7,M,0.8375,0.625,0.225,5.1312595,2.14038725,1.17650425,1.70097
11,M,1.6875,1.3,0.3625,38.68289275,15.7906715,9.65300475,10.9145575
8,M,0.875,0.6875,0.275,8.29222875,3.47281375,1.80019325,2.56562975
10,M,1.55,1.275,0.4375,36.32988425,16.20173925,6.76135575,11.056305
15,M,1.475,1.1875,0.3625,29.8520235,12.51630425,7.427569,9.2135875
17,M,1.4125,1.0625,0.4,26.71940375,9.90815025,6.19436575,7.7961125
10,M,1.275,0.975,0.3125,18.61144675,7.427569,5.20213325,4.9611625
9,M,1.4375,1.125,0.3875,27.68328675,14.0330025,6.08096775,6.6621325
5,M,0.5,0.35,0.1375,0.9922325,0.41106775,0.226796,0.283495
8,M,1.3,1,0.3,16.44271,6.633783,3.72795925,5.2446575
13,M,1.725,1.2875,0.45,52.29065275,27.82503425,13.19669225,9.6671795
10,M,1.65,1.3125,0.45,41.900561,16.48523425,10.8011595,10.546014
9,M,1.375,1.075,0.375,24.79163775,11.7083435,5.40057975,7.030676
10,M,1.55,1.2,0.375,31.22697425,14.07552675,6.8889285,8.6465975
11,M,1.4,1.125,0.3625,26.52095725,12.0485375,4.66349275,7.72523875
9,M,1.5875,1.2375,0.4875,33.225614,12.6155275,8.83086925,9.85145125
11,M,1.5625,1.2375,0.3875,29.72445075,13.8062065,6.010094,9.11436425
23,M,1.525,1.225,0.375,31.2694985,12.0485375,5.74077375,10.20582
9,M,1.3375,1.0875,0.375,20.5533875,7.6260155,3.92640575,7.087375
10,M,1.45,1.075,0.325,22.622901,10.3475675,4.9044635,6.47786075
7,M,1.0625,0.825,0.2,10.2341695,3.798833,2.33883375,3.5436875
14,M,1.6,1.275,0.475,45.7277435,17.61921425,10.2341695,13.324265
14,M,1.45,1.125,0.375,26.2799865,7.824462,5.14543425,10.20582
9,M,1.425,1.125,0.35,22.5378525,9.59630575,4.195726,6.9456275
10,M,1.525,1.225,0.4,31.524644,13.1825175,6.463686,9.6671795
14,M,1.625,1.2375,0.45,50.8306535,22.69377475,9.6104805,15.025235
7,M,0.6625,0.5,0.1625,2.381358,0.963883,0.29766975,0.850485
10,M,1.5375,1.175,0.4,28.84561625,13.4093135,6.78970525,7.93786
14,M,1.8125,1.425,0.475,72.291225,30.34813975,13.6928085,20.5533875
13,M,1.675,1.275,0.45,47.62716,26.251637,8.43397625,11.15552825
10,M,1.6,1.2875,0.2,29.540179,14.5999925,4.97533725,4.9611625
11,M,1.55,1.1625,0.475,38.03085425,16.17338975,9.00096625,10.0640725
11,M,1.7,1.3,0.4375,43.7432785,21.33299875,9.9506745,10.602713
15,M,1.6,1.225,0.35,33.849303,12.60135275,6.747181,10.6310625
9,M,1.2875,0.975,0.35,19.220961,9.6671795,3.75630875,3.3735905
12,M,1.25,1,0.325,18.83824275,7.314171,3.7704835,6.80388
6,M,0.75,0.6,0.225,4.5642695,2.05533875,1.1056305,1.417475
10,M,1.45,1.125,0.35,23.359988,9.82310175,5.00368675,7.4559185
8,M,1.5125,1.25,0.4375,31.127751,13.50853675,6.577084,10.6310625
11,M,1.3125,1,0.35,20.76600875,9.468733,4.46504625,4.819415
7,M,1.275,1.0125,0.3125,19.63202875,9.2702865,4.3941725,5.11708475
14,M,1.5375,1.2375,0.5,36.967748,16.42853525,8.83086925,10.5176645
8,M,1.9375,1.575,0.625,78.79743525,38.22930075,21.54562,16.386011
9,M,0.9375,0.725,0.25,7.824462,3.33106625,1.60174675,2.4097075
11,M,1.6375,1.3,0.45,42.297454,20.36911575,10.20582,10.0640725
11,M,1.5,1.175,0.4125,30.0221205,14.288148,6.8322295,7.7961125
8,M,1.0125,0.7625,0.2125,7.38504475,3.24601775,1.68679525,2.4097075
9,M,1.4125,1.1125,0.35,23.700182,11.509897,4.55009475,6.36446275
9,M,1.5625,1.2375,0.3875,29.0582375,13.04077,5.51397775,9.63883
7,M,1.3625,0.975,0.3375,22.21183325,11.97766375,5.14543425,4.422522
8,M,1.175,0.875,0.25,13.53688625,5.34388075,2.50893075,4.9611625
12,M,1.175,0.925,0.3375,15.5071765,6.293589,3.75630875,4.819415
8,M,1.575,1.1625,0.375,29.1149365,15.2236815,5.329706,4.989512
11,M,1.375,1.125,0.325,26.08154,10.716111,6.76135575,8.221355
13,M,1.3875,1.1,0.3375,25.58542375,10.78698475,5.96756975,7.93786
10,M,1.4625,1.1875,0.375,30.1922175,15.06775925,5.6415505,8.17883075
8,M,1.05,0.85,0.2875,11.94931425,4.9611625,2.6365035,3.8271825
9,M,1.65,1.2875,0.4875,44.38114225,20.82270775,10.0073735,10.942907
12,M,1.575,1.2625,0.4375,34.6147395,15.7339725,7.144074,9.63883
10,M,1.35,1.1375,0.35,27.555714,11.8784405,7.2291225,7.6260155
18,M,1.6625,1.3125,0.4125,37.931631,15.63474925,10.13494625,9.922325
10,M,1.4375,1.1,0.4625,29.0582375,14.38737125,6.36446275,7.04485075
10,M,1.2875,1.0125,0.325,20.468339,9.07184,3.7137845,5.953395
16,M,1.3625,1.125,0.4,24.42309425,8.29222875,4.37999775,10.3475675
10,M,1.65,1.2625,0.4125,38.952213,16.6978555,9.9506745,9.7805775
12,M,1.3375,1.05,0.375,19.83047525,7.29999625,4.3374735,6.80388
9,M,1.6125,1.275,0.475,41.80133775,17.1514475,9.7805775,13.60776
11,M,0.9375,0.75,0.25,6.98815175,2.948348,1.34660125,2.3530085
8,M,1.275,1.0125,0.375,19.94387325,9.8372765,3.798833,5.34388075
8,M,1.3,1.0375,0.4375,21.3471735,7.314171,4.8477645,7.2291225
14,M,1.3375,1.05,0.325,22.83552225,8.5331995,5.1312595,7.93786
10,M,1.5,1.15,0.45,32.31843,11.9918385,7.29999625,10.3475675
8,M,1.2125,0.975,0.3,16.9813505,7.1157245,3.81300775,4.7910655
13,M,1.8,1.375,0.5125,60.2426875,32.47435225,12.54465375,14.4865945
9,M,1.0375,0.7875,0.2875,11.04213025,5.71242425,1.8427175,2.9199985
9,M,1.475,1.15,0.35,28.462898,14.061352,6.13766675,7.37087
16,M,1.4375,1.175,0.4125,24.1821235,8.278054,5.0745605,9.922325
14,M,1.7,1.325,0.5125,42.410852,16.51358375,9.5537815,13.1825175
13,M,1.575,1.325,0.4375,40.07201825,18.9091165,8.34892775,10.07824725
12,M,0.9875,0.7375,0.2875,8.958442,3.41611475,1.68679525,3.13261975
10,M,1.2625,0.9625,0.2875,13.67863375,5.953395,2.93417325,4.35164825
10,M,1.4875,1.175,0.3875,34.06192425,13.947954,10.95708175,7.5126175
11,M,1.7,1.2875,0.4,34.99745775,17.519991,7.44174375,9.2135875
9,M,1.625,1.275,0.3875,39.8877465,20.45416425,8.448151,9.4970825
10,M,1.425,1.125,0.3875,33.83512825,14.5432935,5.953395,9.7238785
9,M,1.4375,1.2,0.375,26.83280175,12.34620725,7.38504475,7.10154975
10,M,1.325,1.0125,0.375,23.57260925,9.979024,5.3013565,7.15824875
16,M,1.2875,1,0.35,20.87940675,8.37727725,5.216308,5.2446575
13,M,1.85,1.5125,0.5,70.66112875,32.47435225,16.3009625,14.84096325
12,M,1.575,1.225,0.45,32.034935,12.984071,7.83863675,8.9300925
11,M,1.8375,1.475,0.5375,49.5265765,20.62426125,11.4248485,15.7906715
9,M,1.475,1.175,0.3875,33.26813825,17.70426275,6.6054335,7.35669525
13,M,1.7375,1.45,0.5,53.84987525,19.1359125,13.551061,15.01106025
9,M,1.5,1.1875,0.4375,31.467945,14.47241975,7.257472,8.0796075
10,M,1.6,1.2375,0.425,32.2900805,15.29455525,7.994559,8.0796075
13,M,1.75,1.375,0.5,43.1762885,19.6462035,8.674947,12.48795475
8,M,1.3,1,0.3125,15.8473705,7.200773,3.9405805,4.2240755
13,M,1.55,1.1875,0.4625,37.5630875,17.13727275,9.2135875,9.355335
8,M,1.05,0.8375,0.2875,10.4609655,4.8477645,2.0128145,3.40194
7,M,1.3125,1.0375,0.3375,22.52367775,11.169703,5.3580555,5.726599
8,M,1.1875,0.925,0.3125,18.3988255,9.8372765,3.855532,4.025629
9,M,1.4375,1.175,0.375,27.73998575,12.77144975,5.556502,7.824462
8,M,1.525,1.2,0.375,32.58775025,15.989118,7.767763,7.484268
9,M,1.5625,1.2,0.4,35.19590425,18.63979625,7.44174375,7.89533575
16,M,1.6375,1.2875,0.5,38.9238635,12.5588285,9.56795625,13.891255
13,M,1.3125,1.025,0.4125,22.69377475,7.47009325,5.62737575,7.087375
19,M,1.3125,0.9875,0.4125,22.169309,8.0796075,3.98310475,8.0796075
10,M,1.7125,1.2625,0.475,43.4597835,18.9091165,11.49572225,11.623295
11,M,1.575,1.225,0.425,33.29648775,14.89766225,7.7394135,9.6104805
19,M,1.35,1.025,0.3625,28.0376555,7.98038425,6.0384435,10.0640725
17,M,1.45,1.1625,0.4375,29.3417325,11.3681495,5.28718175,10.9145575
10,M,1.35,1.0625,0.3,23.1615415,8.34892775,4.3374735,5.5281525
10,M,1.1125,0.8625,0.225,10.75863525,4.0539785,2.097863,3.5436875
10,M,1.3375,1.1,0.4125,24.8058125,7.9095105,5.10291,8.50485
9,M,1.525,1.2125,0.3625,37.71900975,22.1976585,6.39281225,8.12213175
13,M,1.7125,1.3,0.375,38.0733785,13.13999325,8.278054,11.3398
8,M,1.5,1.175,0.375,26.308336,11.97766375,5.1879585,7.7961125
26,M,1.5,1.2375,0.4875,29.97959625,10.886208,5.386405,10.6310625
7,M,0.7,0.525,0.2,3.07592075,1.1623295,0.75126175,0.97805775
17,M,1.575,1.275,0.575,43.6298805,15.97494325,7.98038425,16.159215
11,M,1.6,1.325,0.4125,33.72173025,13.50853675,8.50485,9.922325
9,M,1.4625,1.1375,0.35,27.499015,13.097469,5.2446575,8.3631025
12,M,1.55,1.275,0.4375,32.61609975,12.40290625,6.42116175,11.3398
8,M,1.5,1.025,0.3625,26.6201805,12.68640125,5.556502,7.597666
7,M,1.425,1.1125,0.375,27.99513125,14.288148,5.8683465,7.0590255
8,M,1.375,0.9625,0.325,20.62426125,9.7238785,4.60679375,5.386405
10,M,1.4,1.1,0.4,31.51046925,14.27397325,7.89533575,7.37087
10,M,1.5875,1.3125,0.4625,39.87357175,19.391058,8.50485,10.61688775
8,M,1.2375,0.9875,0.3375,17.95940825,8.60407325,3.67126025,4.23825025
11,M,1.675,1.2875,0.4125,33.26813825,14.911837,8.0796075,8.958442
12,M,1.6,1.4625,0.4875,46.6916265,20.48251375,9.3836845,13.3526145
12,M,1.8375,1.3875,0.55,66.1393835,35.13920525,10.33339275,17.56251525
10,M,1.55,1.3125,0.3875,30.7592075,12.870673,5.57067675,9.922325
9,M,1.1,0.8875,0.3125,13.53688625,3.742134,2.31048425,5.386405
10,M,0.85,0.6625,0.2125,5.20213325,2.1829115,1.304077,1.8427175
11,M,1.4,1.1375,0.4125,24.38057,11.38232425,4.80524025,6.9456275
9,M,1.6125,1.225,0.4,35.4652245,15.18115725,9.48290775,8.97261675
11,M,1.55,1.25,0.45,39.44832925,20.581737,7.92368525,9.412034
13,M,1.5,1.2,0.4375,34.8415355,11.69416875,7.75358825,11.7650425
9,M,1.525,1.175,0.3875,29.27085875,14.0897015,6.16601625,7.89533575
18,M,1.5875,1.275,0.3875,32.772022,12.133586,8.1930055,8.9300925
14,M,1.4125,1.1,0.4375,25.58542375,8.788345,5.4714535,9.2135875
9,M,1.5125,1.1375,0.4,31.28367325,11.9351395,8.54737425,9.2135875
11,M,1.625,1.2625,0.475,36.117263,16.726205,6.520385,11.0846545
10,M,1.5125,1.1875,0.375,32.601925,16.3009625,6.577084,8.4198015
9,M,1.425,1.1,0.4375,26.69105425,10.78698475,6.47786075,8.0229085
12,M,1.7,1.35,0.475,46.0112385,20.31241675,10.035723,13.36678925
8,M,1.6625,1.2875,0.4125,39.27823225,17.6050395,8.561549,9.76640275
8,M,1.575,1.2,0.4125,36.457457,17.123098,7.6827145,9.922325
10,M,1.525,1.15,0.4,28.3495,14.004653,5.5848515,7.7961125
9,M,1.575,1.325,0.45,36.27318525,17.519991,7.257472,8.9300925
9,M,1.3,0.9625,0.35,18.69649525,7.04485075,5.76912325,4.53592
7,M,0.875,0.6625,0.225,5.5848515,2.0695135,1.03475675,2.1829115
18,M,1.5125,1.1875,0.4,45.812792,15.57805025,9.412034,9.63883
9,M,1.5375,1.1875,0.4375,34.699788,17.10892325,7.3992195,8.8166945
10,M,1.175,0.925,0.2625,13.22504175,5.74077375,2.87747425,4.3941725
6,M,1.25,0.975,0.3125,14.78426425,7.04485075,3.3168915,3.7137845
12,M,1.5875,1.3125,0.4,33.8776525,15.40795325,6.973977,9.4970825
8,M,1.175,0.95,0.3625,16.62698175,6.76135575,4.082328,5.2446575
8,M,1.475,1.175,0.3375,33.12639075,15.2803805,7.9095105,7.93786
11,M,1.325,1.025,0.3875,20.28406725,7.95203475,4.77689075,6.066793
14,M,1.075,0.825,0.2375,9.63883,3.72795925,2.4097075,3.175144
10,M,1.55,1.2125,0.3875,29.7386255,13.097469,6.5487345,7.087375
8,M,1.45,1.125,0.3,24.62154075,11.850091,4.18155125,7.38504475
11,M,1.5875,1.2875,0.4,34.23202125,15.26620575,7.994559,9.7805775
9,M,1.3875,1.1125,0.325,24.45144375,11.97766375,4.3941725,6.80388
10,M,1.5625,1.1875,0.4,30.74503275,14.18892475,6.67630725,8.80251975
9,M,1.3125,1.05,0.3875,23.870279,12.133586,4.01145425,5.79747275
11,M,1.4875,1.25,0.4125,30.05047,11.396499,7.93786,7.7961125
16,M,1.6875,1.3125,0.4375,39.745999,13.6928085,9.08601475,13.1825175
8,M,1.3875,1.0875,0.35,21.24795025,9.6671795,4.66349275,6.066793
15,M,1.5125,1.225,0.3875,32.6869735,14.2597985,7.10154975,8.3631025
15,M,1.55,1.2375,0.4875,42.93531775,16.4143605,9.808927,14.72756525
17,M,1.6375,1.2125,0.4875,45.92619,17.78931125,10.149121,13.7495075
9,M,1.525,1.1875,0.4375,29.029888,11.5949455,7.3992195,9.128539
9,M,1.3625,1.025,0.35,20.8935815,9.8939755,4.252425,6.010094
10,M,1.3375,1.05,0.4,21.16290175,9.865626,4.29494925,6.19436575
8,M,1.3,0.95,0.3375,16.51358375,7.10154975,4.43669675,4.9611625
8,M,1.3375,1.075,0.35,20.31241675,8.09378225,4.52174525,6.10931725
20,M,1.575,1.2875,0.4125,38.328524,13.834556,9.8939755,12.757275
12,M,1.9125,1.4625,0.45,67.982101,31.978236,14.514944,15.12445825
11,M,1.4625,1.125,0.375,28.2644515,11.49572225,8.0229085,7.1157245
14,M,1.25,0.9625,0.3625,21.58814425,6.973977,5.5281525,5.783298
13,M,1.6375,1.3375,0.5125,46.62075275,20.70930975,10.19164525,13.04077
11,M,1.775,1.425,0.4875,38.215126,25.47202575,12.57300325,12.85649825
14,M,1.4,1.1,0.35,27.5273645,12.5588285,5.79747275,7.5126175
11,M,1.775,1.4,0.55,57.1242425,26.12406425,12.870673,16.045817
14,M,1.2375,0.975,0.375,24.1821235,9.31281075,5.3580555,7.654365
8,M,1.6,1.25,0.4625,36.95357325,12.60135275,7.47009325,13.1825175
10,M,1.7125,1.375,0.475,53.4388075,25.231055,11.623295,13.87708025
11,M,1.3375,1.025,0.375,22.97726975,9.7805775,5.3013565,6.80388
10,M,1.525,1.2,0.425,32.2333815,12.94154675,8.221355,9.8372765
11,M,1.6375,1.35,0.4125,39.7743485,19.71707725,6.76135575,11.90679
7,M,0.5125,0.3875,0.1125,1.20485375,0.4819415,0.15592225,0.43941725
6,M,1.2125,0.925,0.325,14.911837,7.04485075,2.9766975,4.40834725
10,M,1.1875,0.9375,0.3,15.9607685,7.15824875,3.41611475,5.2446575
5,M,0.7,0.5,0.2,2.59397925,0.9355335,0.60951425,0.850485
8,M,1.2,0.925,0.25,14.55746825,6.8889285,2.87747425,3.8271825
9,M,1.575,1.175,0.3625,31.19862475,14.74174,7.37087,7.824462
11,M,1.25,0.975,0.3625,18.4555245,7.7394135,3.742134,6.23689
11,M,1.475,1.1,0.375,27.08794725,10.375917,6.87475375,8.3631025
8,M,1.175,0.9125,0.3,17.349894,9.2702865,4.252425,3.96893
11,M,0.825,0.6125,0.2125,4.8477645,1.85689225,1.03475675,1.5592225
11,M,1.6125,1.3,0.4375,46.379782,22.0842605,9.695529,12.246984
13,M,1.2875,1.05,0.35,21.8007655,7.10154975,4.365823,8.221355
