Age,Sex,Length,Diameter,Height,Weight,ShuckedWeight,VisceraWeight,ShellWeight
11,I,1.225,0.95,0.3,14.9968855,6.13766675,3.9405805,4.3941725
6,I,1.1,0.85,0.3,14.16057525,8.40562675,2.67902775,3.35941575
7,I,0.8375,0.625,0.1875,5.17378375,1.99863975,1.247378,1.5592225
5,I,0.75,0.55,0.2,3.4302895,1.34660125,1.190679,0.9922325
10,I,1.35,1.0375,0.275,17.5483405,7.81028725,4.252425,5.00368675
11,I,1.2625,1.0125,0.325,16.9813505,6.36446275,3.33106625,6.3786375
9,I,1,0.75,0.275,8.9300925,3.0900955,1.8994165,3.40194
7,I,0.825,0.575,0.2,3.96893,1.60174675,1.03475675,1.304077
7,I,1.0875,0.8375,0.275,11.6516445,5.74077375,2.67902775,2.83495
6,I,0.9875,0.725,0.2375,8.618248,3.6003865,2.381358,2.1829115
13,I,1.1,0.8625,0.25,10.375917,3.458639,2.56562975,3.40194
10,I,1.175,0.9375,0.2625,13.267566,4.72019175,3.061746,4.819415
9,I,1.375,1.1625,0.375,26.535132,13.6361095,4.932813,6.90310325
5,I,0.9875,0.75,0.225,8.09378225,3.92640575,1.77184375,2.1829115
10,I,1.4625,1.175,0.425,27.9242575,10.47514025,6.78970525,8.9300925
7,I,1.2875,0.95,0.3,17.7184375,9.25611175,3.67126025,4.53592
13,I,1.1125,0.825,0.25,12.3887315,4.6209685,2.14038725,4.819415
9,I,1.4,1.0875,0.325,22.0275615,10.035723,4.9044635,6.293589
10,I,1.4375,1.125,0.375,24.323871,12.7289255,4.706017,6.0951425
8,I,1.25,0.9625,0.3,14.628342,5.5848515,3.69960975,4.6776675
11,I,1.575,1.2625,0.45,36.060564,17.08057375,8.3631025,8.9300925
9,I,1.5125,1.175,0.3625,22.75047375,10.7444605,6.42116175,6.23689
4,I,0.325,0.2375,0.0875,0.29766975,0.1417475,0.18427175,0.09922325
7,I,0.9125,0.675,0.2125,5.556502,2.33883375,1.06310625,1.70097
4,I,0.5,0.3875,0.1,1.23320325,0.43941725,0.2551455,0.1984465
6,I,1.075,0.825,0.25,12.7289255,7.200773,2.33883375,2.7499015
12,I,1.5625,1.175,0.3875,33.89182725,18.2287285,5.82582225,8.91591775
5,I,0.8,0.5125,0.2,5.1312595,2.494756,0.963883,1.40330025
7,I,1.2875,0.9625,0.3125,16.215914,6.7188315,4.06815325,4.6776675
7,I,0.9125,0.6625,0.2125,6.0384435,2.67902775,1.3891255,1.70097
5,I,0.725,0.5375,0.15,3.16096925,1.5025235,0.52446575,0.907184
8,I,1.1875,0.9,0.3625,17.93105875,8.00873375,3.8838815,5.386405
5,I,0.8125,0.625,0.1375,4.706017,2.154562,1.4458245,1.2757275
7,I,1,0.75,0.225,7.98038425,3.35941575,1.7293195,2.26796
7,I,1.25,0.95,0.275,14.004653,6.180191,2.551455,3.75630875
7,I,1.075,0.8125,0.225,12.0485375,6.1518415,2.4664065,2.6932025
6,I,1.0125,0.75,0.2625,8.618248,4.12485225,1.7293195,2.28213475
8,I,1.3625,1.075,0.35,21.885814,8.1930055,5.386405,7.41339425
6,I,0.9625,0.725,0.2375,8.845044,4.0539785,1.80019325,2.438057
6,I,0.5875,0.4375,0.1375,1.8994165,0.7654365,0.35436875,0.510291
5,I,0.6875,0.5125,0.175,2.99087225,14.0330025,0.5386405,0.89300925
9,I,1.4625,1.15,0.35,21.64484325,9.241937,4.3374735,7.5126175
8,I,1.3125,0.95,0.3375,17.4349425,7.3992195,4.5075705,4.9611625
5,I,0.9,0.65,0.2,5.08873525,2.097863,0.89300925,1.70097
11,I,0.8875,0.7,0.25,6.44951125,2.65067825,1.28990225,2.4097075
12,I,1.2875,0.975,0.35,15.74814725,5.6699,3.21766825,6.33611325
7,I,1.15,0.8625,0.275,10.64523725,4.32329875,1.644271,3.5436875
6,I,0.825,0.6625,0.225,5.10291,1.927766,1.020582,1.70097
9,I,1.3125,1,0.3125,19.74542675,10.4609655,3.92640575,4.649318
6,I,0.9375,0.6875,0.25,6.59125875,3.30271675,1.190679,1.8427175
7,I,0.9,0.6875,0.2375,6.1518415,2.381358,1.23320325,2.551455
5,I,0.875,0.6625,0.2375,5.6415505,2.0695135,1.3891255,1.70097
6,I,0.85,0.65,0.2,5.6699,2.26796,1.57339725,1.5592225
11,I,1.3125,1.075,0.375,20.87940675,9.14271375,4.5642695,6.0951425
8,I,1.15,0.85,0.25,10.942907,5.11708475,2.48058125,2.73572675
6,I,0.8125,0.625,0.1875,4.49339575,2.1262125,0.86465975,1.28990225
8,I,1.325,1.05,0.325,18.653971,8.391452,3.52951275,5.613201
10,I,1.375,1.0625,0.3875,24.73493875,11.679994,5.3013565,6.87475375
6,I,1.025,0.8125,0.25,11.169703,5.896696,1.85689225,3.005047
8,I,1.3125,0.9875,0.3,17.236496,8.4198015,3.95475525,3.98310475
7,I,1.125,0.8375,0.2375,9.93649975,4.57844425,1.77184375,3.35941575
8,I,0.975,0.775,0.2625,7.55514175,3.35941575,1.48834875,2.2963095
6,I,1.125,0.85,0.3,13.96212875,6.8322295,3.04757125,3.40194
9,I,1.1125,0.9,0.275,12.00601325,5.159609,2.16873675,3.96893
3,I,0.5375,0.375,0.1375,1.1623295,0.4252425,0.2551455,0.35436875
11,I,1.2375,0.975,0.3125,18.86659225,8.051258,4.592619,5.6699
8,I,1.1,0.8125,0.275,14.07552675,7.314171,3.38776525,3.04757125
6,I,1.1,0.8625,0.2875,15.4504775,7.6260155,3.1467945,3.69960975
15,I,1.6375,1.2875,0.3625,35.436875,14.92601175,8.0229085,8.9300925
6,I,1.0375,0.7875,0.225,10.27669375,4.9611625,2.36718325,2.6365035
6,I,0.7,0.5375,0.175,3.515338,1.7860185,0.60951425,0.850485
9,I,1.3125,1,0.35,17.16562225,7.38504475,3.061746,5.953395
9,I,1.3125,0.9375,0.3,17.90270925,8.63242275,3.231843,5.386405
10,I,1.35,1.0625,0.325,20.42581475,8.37727725,4.7910655,6.3786375
10,I,1.375,1.1125,0.275,22.49532825,10.716111,4.025629,7.37087
15,I,1.2,0.95,0.3125,14.8267885,5.96756975,2.96252275,4.9611625
4,I,0.7,0.525,0.2125,3.01922175,1.1056305,0.83631025,0.850485
8,I,1.05,0.8125,0.2875,8.901743,3.67126025,1.80019325,2.83495
5,I,0.7625,0.55,0.175,3.9972795,1.757669,0.8788345,1.0489315
9,I,1.325,1.0625,0.325,22.1409595,11.07047975,5.68407475,6.0951425
8,I,0.9875,0.75,0.225,7.9095105,3.798833,1.3891255,2.1262125
10,I,1.0125,0.7625,0.2625,10.27669375,4.43669675,1.99863975,3.5436875
8,I,1.1625,0.8875,0.3,16.45688475,7.2291225,2.59397925,5.216308
5,I,0.45,0.3375,0.2,0.9355335,0.41106775,0.1984465,0.283495
10,I,1.1625,0.8125,0.35,21.58814425,10.262519,4.35164825,5.9250455
6,I,0.9375,0.7125,0.225,7.21494775,3.3735905,1.68679525,1.91359125
8,I,0.9875,0.7375,0.2375,7.72523875,3.2601925,1.77184375,2.4097075
5,I,0.4375,0.325,0.1375,0.89300925,0.29766975,0.18427175,0.35436875
4,I,0.5,0.3625,0.15,1.0489315,0.35436875,0.26932025,0.3118445
7,I,1.2625,0.95,0.3,16.839603,7.35669525,4.06815325,5.10291
7,I,1.0125,0.75,0.275,9.07184,4.876114,1.247378,2.6365035
7,I,1.0375,0.8125,0.25,13.22504175,6.47786075,3.01922175,3.231843
14,I,0.9625,0.7625,0.2375,7.144074,2.59397925,1.5592225,2.551455
7,I,0.8,0.575,0.15,3.6570855,1.74349425,0.77961125,1.00640725
11,I,1.3,0.95,0.35,14.8834875,5.03203625,3.2601925,5.2446575
5,I,0.4,0.3,0.0875,0.5953395,0.21262125,0.12757275,0.1417475
8,I,1.325,0.95,0.3125,17.463292,8.278054,3.2034935,5.2446575
10,I,1.0125,0.75,0.225,8.17883075,3.912231,1.80019325,2.16873675
7,I,1.0625,0.8125,0.2875,10.44679075,4.592619,2.45223175,2.96252275
7,I,0.8375,0.6125,0.225,5.71242425,2.721552,1.14815475,1.360776
7,I,0.9625,0.75,0.3125,9.7238785,4.83358975,2.08368825,2.2963095
6,I,0.9375,0.7,0.225,6.0951425,2.381358,1.70097,1.5592225
10,I,1.175,0.925,0.35,14.13222575,5.93922025,3.47281375,4.1106775
7,I,1.025,0.75,0.25,7.994559,3.55786225,1.6159215,2.48058125
7,I,0.975,0.7125,0.25,7.9662095,3.61456125,1.757669,2.1829115
7,I,1.1375,0.875,0.2625,12.60135275,6.0384435,3.0333965,3.16096925
8,I,1.3,1,0.275,16.9246515,8.32057825,3.27436725,4.53592
7,I,1.125,0.9,0.325,13.551061,5.4147545,3.6003865,3.8838815
8,I,1.2125,0.9375,0.35,14.7700895,5.6699,3.4869885,4.819415
6,I,0.775,0.5875,0.175,4.2807745,1.7860185,1.14815475,1.2757275
6,I,0.7875,0.575,0,3.798833,1.63009625,0.80796075,9.93649975
6,I,1,0.8,0.2375,9.865626,5.499803,1.5025235,2.4664065
7,I,1.15,0.875,0.2875,11.77921725,5.10291,2.778251,3.33106625
5,I,0.9875,0.675,0.25,8.46232575,4.09650275,1.7293195,2.324659
8,I,1.275,0.975,0.3125,16.9246515,8.3064035,3.58621175,4.40834725
9,I,1.4,1.0625,0.3375,23.26076475,10.53183925,5.2446575,6.690482
6,I,0.85,0.6125,0.2125,5.71242425,2.84912475,1.077281,1.5025235
8,I,0.975,0.75,0.2625,7.3425205,2.70737725,1.077281,2.4097075
7,I,1.125,0.8625,0.275,13.324265,6.67630725,2.42388225,3.21766825
8,I,1.125,0.875,0.275,14.571643,7.1724235,2.96252275,3.96893
10,I,1.1375,0.9,0.2875,12.9557215,5.91087075,2.42388225,4.1673765
11,I,1.45,1.0625,0.3625,23.530085,10.7444605,4.55009475,7.29999625
7,I,1.1875,0.9125,0.2875,13.0124205,6.16601625,2.6365035,3.30271675
18,I,1.45,1.225,0.4875,37.32211675,15.03940975,7.200773,11.623295
6,I,1.0375,0.7875,0.2625,9.355335,3.98310475,1.99863975,2.6932025
5,I,0.5,0.3625,0.0625,0.97805775,0.3118445,0.21262125,0.283495
5,I,0.6,0.4375,0.1125,1.984465,0.89300925,0.66621325,0.56699
6,I,0.625,0.475,0.15,2.16873675,1.020582,0.32601925,0.69456275
8,I,1.275,1,0.3125,16.82542825,6.7755305,3.685435,5.783298
4,I,0.45,0.3125,0.0875,0.75126175,0.26932025,0.15592225,0.24097075
6,I,0.85,0.625,0.225,5.0745605,2.19708625,0.9355335,1.5592225
7,I,1.125,0.875,0.3375,14.004653,6.25106475,2.67902775,3.98310475
6,I,1.0125,0.775,0.1625,9.08601475,4.46504625,1.871067,2.494756
9,I,1.3,1.0375,0.35,18.07280625,8.731646,3.78465825,4.762716
8,I,1.2,0.925,0.3,15.195332,7.1157245,3.231843,4.252425
9,I,1.4375,1.1125,0.425,22.72212425,9.85145125,4.15320175,7.087375
8,I,0.875,0.65,0.2375,6.2652395,2.79242575,1.2190285,1.984465
7,I,1.1125,0.8625,0.3,11.43902325,4.7910655,2.33883375,3.685435
18,I,1.2125,0.925,0.25,14.5432935,6.2085405,3.04757125,3.685435
7,I,1.1375,0.8375,0.3375,14.2030995,7.767763,2.82077525,3.01922175
6,I,0.725,0.525,0.15,3.38776525,1.587572,0.66621325,0.850485
8,I,1.275,1.0125,0.3125,19.26348525,9.82310175,3.95475525,5.159609
5,I,0.8125,0.6125,0.1875,4.23825025,1.71514475,0.9355335,1.2757275
7,I,1.2125,0.9375,0.325,17.08057375,8.32057825,3.64291075,4.53592
5,I,0.6125,0.4375,0.1375,2.22543575,1.13398,0.510291,0.56699
7,I,0.95,0.7125,0.225,6.53455975,2.84912475,1.1056305,2.19708625
3,I,0.325,0.25,0.075,0.3685435,0.12757275,0.0850485,0.113398
10,I,1.2125,0.925,0.325,12.984071,5.1312595,3.2034935,3.855532
6,I,0.675,0.475,0.2,2.2963095,0.75126175,0.55281525,0.850485
9,I,1.2875,0.9,0.3125,13.39513875,5.14543425,3.5436875,3.912231
7,I,0.75,0.55,0.225,4.03980375,1.6159215,0.94970825,1.2190285
5,I,0.9375,0.725,0.2375,6.0384435,2.721552,1.1623295,1.7293195
13,I,1.2375,0.95,0.3625,14.5999925,4.9611625,2.778251,6.010094
6,I,0.9,0.675,0.2125,6.19436575,3.01922175,1.077281,1.757669
7,I,1.075,0.825,0.2375,9.07184,3.345241,1.8427175,3.4869885
7,I,1.0875,0.8375,0.275,9.468733,3.84135725,2.19708625,2.73572675
6,I,0.85,0.65,0.225,5.0745605,2.154562,1.48834875,1.5592225
8,I,1.125,0.825,0.2875,10.3475675,3.96893,2.33883375,3.52951275
6,I,0.9375,0.7,0.2,6.33611325,3.2601925,1.2190285,1.5592225
7,I,0.8875,0.675,0.25,6.39281225,3.118445,1.190679,1.814368
10,I,1.375,1.0625,0.3375,18.597272,7.2858215,4.819415,5.7549485
6,I,1.0875,0.85,0.2875,11.12717875,5.17378375,2.211261,3.24601775
6,I,0.7375,0.5375,0.2125,3.628736,1.3891255,0.963883,1.13398
6,I,0.475,0.325,0.075,0.83631025,0.43941725,0.4252425,0.283495
6,I,0.8875,0.6625,0.2125,6.90310325,3.458639,1.48834875,1.70097
8,I,1.2125,0.925,0.35,14.35902175,6.87475375,2.494756,4.15320175
9,I,1.2125,0.8625,0.4,24.6357155,8.74582075,5.2446575,9.0434905
7,I,0.8375,0.65,0.225,5.57067675,2.48058125,1.1623295,1.587572
9,I,1.05,0.7625,0.275,7.93786,2.664853,2.22543575,2.70737725
9,I,1.1875,0.9125,0.3125,15.49300175,6.4920355,3.35941575,4.876114
9,I,0.9125,0.7375,0.2375,7.087375,3.04757125,1.54504775,2.26796
8,I,1.0625,0.8125,0.275,8.9867915,3.8271825,1.360776,2.551455
7,I,1.1625,0.925,0.25,14.33067225,6.633783,3.118445,3.96893
9,I,1.3125,1,0.35,17.0380495,7.44174375,3.64291075,5.20213325
4,I,0.9,0.675,0.2125,5.556502,2.48058125,0.9922325,1.814368
5,I,0.6375,0.475,0.15,2.438057,1.13398,0.52446575,0.7087375
4,I,0.525,0.375,0.125,1.190679,0.49611625,0.35436875,0.4252425
12,I,1.1875,0.9125,0.25,3.72795925,5.74077375,2.48058125,3.4869885
7,I,0.9625,0.7375,0.2125,7.18659825,2.9199985,1.63009625,2.4097075
8,I,1.225,0.9375,0.3125,15.43630275,7.9095105,3.2601925,3.685435
10,I,1.3125,1.025,0.4375,24.777463,10.16329575,5.8683465,5.8116475
10,I,1.3625,1.0625,0.35,23.09066775,8.6465975,6.5487345,6.917278
11,I,1.1625,0.95,0.325,12.870673,5.37223025,2.26796,4.3941725
16,I,1.5875,1.2,0.5,38.71124225,17.73261225,7.35669525,12.0485375
13,I,1.5875,1.25,0.4125,42.2124055,20.2698925,9.76640275,10.24834425
6,I,0.6875,0.5,0.175,2.721552,1.0489315,0.63786375,0.850485
8,I,1.3,0.95,0.325,15.15280775,6.73300625,3.458639,4.35164825
9,I,0.725,0.5625,0.1875,4.309124,2.0128145,1.6726205,1.2757275
10,I,0.875,0.6625,0.2,5.443104,2.2963095,1.31825175,1.5025235
6,I,1.1375,0.8375,0.2625,11.963489,6.4920355,2.45223175,2.83495
6,I,0.9,0.675,0.225,5.88252125,2.778251,1.1056305,1.757669
7,I,0.7,0.5125,0.1375,3.21766825,1.2757275,0.77961125,0.94970825
5,I,0.575,0.4375,0.1625,1.82854275,0.737087,0.29766975,0.56699
7,I,0.7125,0.5625,0.175,2.84912475,1.20485375,0.52446575,0.9922325
7,I,1.0125,0.625,0.225,8.15048125,3.628736,1.7860185,2.28213475
9,I,1.3,0.9875,0.3125,18.7957185,8.51902475,3.7137845,5.40057975
10,I,1.35,1.0375,0.3875,19.901349,9.128539,4.7343665,5.386405
5,I,0.7375,0.575,0.2,4.60679375,1.8427175,1.417475,1.09145575
7,I,1.0375,0.8125,0.25,9.45455825,4.09650275,2.02698925,2.6932025
6,I,1.0625,0.825,0.2875,9.25611175,3.72795925,2.1829115,2.9199985
6,I,1.0875,0.8125,0.25,9.695529,3.78465825,2.36718325,2.9766975
8,I,1.1875,1.05,0.4,20.11397025,9.922325,4.26659975,5.23048275
6,I,0.5375,0.425,0.1375,1.71514475,0.58116475,0.396893,0.56699
6,I,1.0625,0.775,0.2625,10.3475675,4.5075705,2.33883375,2.9766975
8,I,1.2,0.8875,0.2875,16.40018575,7.087375,3.005047,5.216308
10,I,0.875,0.65,0.2125,4.932813,1.99863975,0.97805775,1.70097
6,I,1.175,0.8875,0.3,10.44679075,3.572037,2.36718325,3.86970675
8,I,1.1375,0.825,0.25,10.546014,10.149121,2.19708625,3.118445
11,I,1.3375,1.125,0.425,22.1409595,8.66077225,4.40834725,8.3631025
6,I,1.025,0.8125,0.25,9.19941275,3.742134,2.041164,3.005047
6,I,0.775,0.5875,0.225,3.6003865,1.360776,0.8788345,1.13398
6,I,0.925,0.6875,0.2,6.59125875,2.6365035,1.587572,2.041164
10,I,1.3,1.025,0.35,19.8163005,9.62465525,3.6570855,5.51397775
14,I,1.075,0.85,0.3125,10.886208,3.89805625,1.7293195,4.139027
6,I,0.6375,0.475,0.125,2.3530085,0.83631025,0.60951425,0.7654365
10,I,1.5125,1.225,0.4125,30.3623145,13.664459,5.48562825,9.979024
9,I,1.275,1,0.3125,15.80484625,7.41339425,3.38776525,4.32329875
8,I,1.2125,0.95,0.3125,14.78426425,6.27941425,3.345241,4.53592
7,I,1.025,0.775,0.225,9.6104805,4.3941725,1.97029025,2.551455
6,I,0.9375,0.6875,0.2375,6.98815175,3.118445,1.17650425,2.19708625
6,I,0.9875,0.75,0.225,7.1724235,3.27436725,1.417475,2.1262125
8,I,0.975,0.725,0.225,7.78193775,3.8271825,1.28990225,2.211261
8,I,1.0625,0.85,0.25,10.5176645,4.252425,2.45223175,3.2601925
9,I,1.3625,1,0.325,19.447757,9.31281075,4.12485225,5.10291
10,I,1.45,1.15,0.35,23.51591025,11.09882925,4.6776675,6.747181
8,I,1.275,0.9625,0.375,17.7184375,8.77417025,3.3735905,4.89028875
4,I,0.675,0.5125,0.1875,3.345241,1.6726205,0.8788345,0.86465975
8,I,1.0875,0.8125,0.2625,9.4970825,3.855532,1.8427175,3.2601925
7,I,0.9,0.625,0.2875,13.1825175,5.953395,2.99087225,3.628736
7,I,0.825,0.65,0.2125,5.57067675,2.59397925,1.20485375,1.5592225
8,I,1.3,0.95,0.3125,15.71979775,8.164656,3.67126025,4.7343665
6,I,0.6875,0.5125,0.2,2.721552,1.020582,0.52446575,0.850485
17,I,1.625,1.2875,0.4,32.95629375,14.0330025,5.7549485,9.355335
8,I,0.75,0.575,0.2,3.61456125,1.23320325,0.75126175,1.13398
8,I,0.8125,0.5,0.2,2.82077525,1.11980525,0.63786375,0.907184
9,I,1.1,0.7625,0.2875,10.7444605,4.592619,2.5798045,3.118445
11,I,1.375,1.075,0.3625,22.38193025,10.61688775,4.8477645,6.3219385
6,I,0.7625,0.575,0.1875,4.12485225,1.68679525,0.86465975,1.417475
6,I,0.8375,0.65,0.2125,5.443104,2.7499015,0.850485,1.530873
9,I,1.3375,0.975,0.3125,16.9813505,7.35669525,4.2240755,4.7910655
7,I,1.0125,0.75,0.3,9.185238,3.58621175,1.984465,3.118445
8,I,1.4,1.1,0.325,20.51086325,9.8939755,4.2240755,5.6699
9,I,1.675,1.2125,0.4375,35.62114675,15.18115725,9.128539,10.942907
7,I,0.875,0.6625,0.2,5.6699,2.551455,1.190679,1.70097
13,I,1.225,0.9625,0.2875,19.3627085,9.25611175,4.57844425,4.6776675
8,I,1.1875,0.8875,0.3375,13.53688625,6.08096775,2.551455,4.06815325
13,I,1.1,0.85,0.3125,13.87708025,4.91863825,2.48058125,5.6699
9,I,1.1875,0.9375,0.275,12.927372,5.159609,2.8066005,4.53592
11,I,1.3875,1.0625,0.45,24.8058125,10.47514025,5.68407475,7.2291225
7,I,0.8125,0.625,0.2,4.91863825,2.16873675,0.97805775,1.3891255
10,I,1.375,1.075,0.3625,20.184844,8.57572375,4.309124,6.3786375
8,I,1.2125,0.9125,0.35,12.68640125,5.37223025,2.62232875,6.53455975
8,I,1.0625,0.775,0.2375,9.93649975,4.66349275,2.0128145,2.83495
6,I,0.6375,0.4875,0.175,2.08368825,0.72291225,0.56699,0.7087375
9,I,1.3375,1.1375,0.35,28.39202425,15.025235,5.00368675,6.917278
5,I,0.925,0.7,0.2125,5.613201,2.28213475,1.28990225,1.644271
8,I,0.875,0.7,0.1875,5.556502,2.324659,1.13398,1.814368
9,I,1.35,0.9875,0.3375,18.58309725,7.66853975,4.3941725,5.443104
8,I,1.3625,1.05,0.4125,25.33027825,12.00601325,6.22271525,6.463686
8,I,1.05,0.8,0.25,9.63883,4.94698775,1.417475,2.67902775
7,I,1.175,0.8875,0.2875,11.77921725,4.7343665,2.381358,3.9405805
9,I,1.1375,0.8875,0.2,12.813974,6.13766675,2.82077525,3.5436875
6,I,1.1,0.8125,0.25,11.80756675,5.2446575,2.45223175,3.118445
6,I,0.7,0.525,0.1625,3.1467945,1.20485375,0.80796075,0.850485
8,I,1.275,0.9625,0.3625,21.72989175,11.29727575,3.96893,5.11708475
10,I,0.95,0.6875,0.25,6.39281225,2.26796,1.3891255,2.4097075
8,I,1.0375,0.8125,0.275,8.958442,3.92640575,2.25378525,2.62232875
11,I,1.05,0.8125,0.25,10.432616,4.74854125,1.77184375,3.21766825
7,I,1.025,0.8375,0.2625,9.36950975,3.98310475,1.814368,2.9766975
9,I,1.3,0.9875,0.3125,16.45688475,6.93145275,4.139027,4.6776675
4,I,0.425,0.325,0.2375,0.850485,0.3685435,0.226796,0.283495
8,I,0.9875,0.8,0.25,8.71747125,4.2240755,1.51669825,2.551455
13,I,1.25,0.9125,0.3125,14.968536,6.4920355,2.9199985,4.66349275
7,I,0.8875,0.6875,0.225,7.1157245,2.7499015,1.5025235,2.26796
6,I,1.0875,0.825,0.275,11.7083435,5.82582225,2.721552,2.721552
14,I,1.3125,1.0125,0.375,22.5378525,8.71747125,5.8116475,7.2291225
8,I,1.3375,1,0.3375,21.9708625,10.432616,5.896696,5.82582225
7,I,1.1,0.8375,0.2875,11.94931425,4.9044635,2.16873675,3.2034935
8,I,1.1875,0.8875,0.25,14.27397325,7.18659825,2.5798045,3.96893
9,I,1.3375,1.025,0.325,17.22232125,7.597666,3.47281375,5.59902625
6,I,0.9375,0.6875,0.225,6.180191,2.6365035,1.14815475,2.14038725
6,I,0.6,0.4625,0.175,2.02698925,0.737087,0.510291,0.7087375
15,I,1.2,0.975,0.3625,16.51358375,6.56290925,3.4302895,7.2291225
7,I,0.95,0.75,0.25,8.107957,3.69960975,1.587572,2.551455
7,I,0.925,0.725,0.225,6.93145275,2.5231055,1.85689225,2.1262125
8,I,1.2625,1,0.3125,15.88989475,6.39281225,4.06815325,4.819415
6,I,0.95,0.7,0.2125,7.75358825,3.2601925,1.7293195,2.4097075
8,I,0.9875,0.75,0.3,8.49067525,3.58621175,1.927766,2.53728025
9,I,1.4625,1.125,0.3375,24.2388225,10.75863525,5.3013565,7.37087
7,I,0.7625,0.6125,0.1875,4.422522,1.91359125,1.077281,1.2757275
7,I,0.95,0.7125,0.2375,6.8889285,2.53728025,1.88524175,2.1262125
7,I,0.9875,0.7375,0.25,8.3064035,3.96893,1.757669,2.324659
6,I,0.7375,0.55,0.175,3.86970675,1.63009625,0.83631025,0.9922325
8,I,0.7375,0.525,0.2,2.83495,1.077281,0.737087,0.8788345
4,I,0.4,0.3,0.05,0.510291,0.21262125,0.12757275,0.1417475
10,I,1.625,1.3,0.375,35.096681,15.57805025,8.391452,9.36950975
8,I,1.25,0.95,0.3125,14.7133905,7.04485075,3.21766825,3.798833
6,I,0.8125,0.5625,0.1875,3.9405805,1.60174675,0.907184,2.551455
7,I,0.975,0.75,0.25,7.55514175,3.13261975,1.6726205,2.381358
9,I,1.2125,0.925,0.2875,12.9557215,5.34388075,2.73572675,4.252425
9,I,1.25,0.9375,0.35,15.8473705,6.73300625,3.8271825,4.7910655
7,I,1.1625,0.925,0.2875,15.138633,7.3992195,2.778251,4.0539785
9,I,1.0125,0.7875,0.2625,9.8372765,4.55009475,2.22543575,2.83495
6,I,0.8,0.5375,0.2375,8.6465975,3.96893,1.8994165,2.50893075
7,I,0.9375,0.6875,0.2125,6.23689,3.0900955,1.417475,1.71514475
10,I,1.425,1.1,0.325,21.72989175,9.8372765,5.06038575,5.726599
7,I,0.925,0.6875,0.25,6.23689,2.664853,1.2757275,1.8427175
7,I,0.9625,0.75,0.25,8.20718025,3.44446425,1.7860185,2.551455
13,I,1.075,0.8125,0.275,10.41844125,3.84135725,2.65067825,3.40194
9,I,1.3875,1.125,0.4375,20.921931,8.618248,4.97533725,6.23689
11,I,1.575,1.225,0.425,34.5013415,15.63474925,6.010094,8.788345
9,I,1.1875,0.85,0.2625,12.85649825,5.7549485,2.26796,4.15320175
6,I,0.7125,0.5375,0.175,3.04757125,1.4458245,0.63786375,0.7654365
8,I,1.3125,0.9625,0.325,17.2081465,6.67630725,3.5436875,5.5281525
4,I,0.6125,0.475,0.15,2.438057,1.190679,0.396893,0.7087375
12,I,0.9375,0.7,0.25,7.27164675,3.30271675,1.65844575,2.05533875
8,I,1.15,0.9125,0.275,12.74310025,4.97533725,2.891649,4.252425
5,I,0.7,0.55,0.2,3.72795925,1.871067,0.680388,0.850485
11,I,1.1125,0.825,0.3,9.8372765,3.40194,2.381358,2.9766975
8,I,1.1875,0.8875,0.2625,13.267566,5.6982495,3.16096925,3.40194
8,I,1.4,1.05,0.35,23.7285315,11.736693,6.066793,5.6699
15,I,1.125,0.875,0.3625,14.8834875,5.91087075,2.83495,4.69184225
7,I,1.1375,0.875,0.3375,15.20950675,8.09378225,2.42388225,3.75630875
